artcle_title,text
明明我在戰場上能開坦克開飛機用好幾百萬的裝備,現在卻連一份停車場的工作都找不到 還要被罵我是連嬰兒都不放過的殺嬰兇手...
章魚p也有本子,怕 來源=推特
【閒聊】一人一張一個角色最光榮的時刻,rt 因為我是樓主，要放兩張
【東方fumo】7/11為止 四種伏魔受注生產,鎮樓圖 東方廚集體靈魂實體化 —————————————————————————— 本次受注生產的四種 forum.gamer.com.tw/Co.php?bsn=10039&sn=87996 ——————————————…
【問題】什麼時候女生才會說「只有你是特別的」啊？,
【心得】被好兄弟吸金詐騙 更新 : 人被抓到了 凌晨落網,大家早安 虎爸繼上次89問答後差點失業才砍文 近期被好友吸金詐騙捲了八位數走 南部幾乎不少人遇害 不管是兄弟人還是老實人 目前正在大亂中 問 都問 補上新聞 https://tw.appledaily.com…
【情報】茶杯頭的dlc有空軍狗 會變香腸的乳牛槍手 會把你當料理料理的大廚,空軍狗 會變香腸的乳牛槍手 會把你當料理料理的大廚 好精緻喔
【問題】現在是不是都沒人在玩osu了啊? (18/3/17更新於主樓),大家安安 久違了 一年過去了 不知不覺這串也開了有一年了 我想對大家說 很抱歉我沒有遵守我一年前的承諾 一年了 在這一年裡我不曾再更新過主樓 用著各種理由來使自己停更 但是…
【討論】有沒有人已經看完雨傘學院第三季的啊,RT
【閒聊】中年版務去死一死好不好,自以為權限很大大家都惹不起 整天雙標就怕別人不知道自己是土皇帝 以下開放中年版務回擊ㄏㄏ 這樣應該不會被雙標吧 格式都直接複製過來照抄而已 畢竟這樣才是站長想要的巴哈…
【討論】場外遊戲王真MD假DL大樓,大家的老婆鎮樓 DC https://discord.gg/4pRttYDfzB 樓主懶惰癌發作 有想問的直接回覆 懶得更主樓了== 你媽的 臭狗還敢偷檢舉 檢舉的人死媽死全家 快去幫你媽上香
【密技】來愛買 最划算,https://youtube.com/shorts/uDUprxRljRA?feature=share
【其他】審計的部分就是大便,不用想太多背就對了 如果你要走這條狗屎路的話
【問題】動畫瘋現在是不是不能自動扣款了?,最近換卡，想說換一張卡扣錢，但動畫瘋那邊找不到替換卡的選項，我就先停了原本的自動扣款，再用新的卡買了30天，可是那個好像只能延長耶，之後我是不是只能手動買了啊，早…
【問題】拿東方出一部魂類HG,有搞頭嗎？ 贏或輸都有CG
【閒聊】如果你來敲我門我就當作,你愛我
【討論】有沒有人記得場外四聖獸?戰象(寶拉)、狂猴(??)、天鵝(利菁)，蜘蛛女(??),ㄖㄊ
【閒聊】直到疫情結束前每天推一本書,度 不然我好無聊 今天推威廉福克納的《我彌留之際》
【情報】方舟ARK免費領取 快領啊,之前特價還要400多 今天更新免費圖還順便發免費 https://store.steampowered.com/app/346110/ARK_Survival_Evolved/
【問題】幹，這排骨是不是沒熟,很難咬一直嚼嚼嚼吞下肚，結果一看... 這也太紅了吧？這是沒熟嗎？ 5/27 day 2 睡覺起來間歇性覺得手臂、腳、脖子、頭部右側等多處皮下有東西在爬 嚇到掛了下禮拜感染科 6/13 更 結…
【閒聊】有沒有人想說些聽起來很深奧的東西,不知道耶，就平時接觸領域、知識科普、奇怪的知識、料理、經濟、ㄐㄐ，或是你覺得掃地、洗碗、折衣服之類的也能很深奧的話也超級歡迎說來分享。
【討論】站方機器又動起來了? 我才剛發一篇質疑站方在處理凱留這件事上面的文章,對站方的質疑文章 現在馬上出現場外的看板消失的問題? 是有沒有這麼巧 是不是想避免更多人知道這件事 想要等這件事的風頭過去
拜託了,
【閒聊】好無聊,一到暑假就沒有目標
【LL】每日LoveLive! 7/2,Day 105 Wish Song 繪師：ぷこね 繪師：ひなた 繪師：ゴミョン 繪師：ウルちゃん 繪師：十合炊き 繪師：ダンテ 繪師：青空 葵 繪師：青空 葵 繪師：ネツカ 繪師：和泉ソルテ ←【LL】…
【情報】甚麼螳臂擋車 -.-  拿棍子去撞大貨車這種操作令人嘆為觀止,
【問題】睡眠時段,早安，想請問平時會需要夜間活動的人， 在不需要夜間活動的時候要正常的在夜間睡覺， 還是像需要夜間活動時，在早上睡覺？ 謝謝
【攻略】yohan1754,
【攻略】場外建中大樓-站起來讓雄中知道我們的厲害,rt 各位建中生蓋起來 好像很多人覺得是死串 這麼說好了 本人只是不太會參與大家的討論了 畢竟大學生活目前還算精彩 但還是想偶爾回來這裡看看建中的近況 希望這裡可以是提供大…
【問題】其實我發現,大部分的人都不是有錢人 我之前錯了
【閒聊】日本氣象主播 檜山沙耶Cos間諜家家酒的約兒,推特 https://www.instagram.com/sayahiyama/ 關於沙耶 最知名的精華 聊到一半突然地震快速切換的專業 而Cosplay其實也不是第一次了 還有幫角川的作品宣傳
【情報】手遊穿越時空的貓（7/16 日版新的相遇-AS哈迪）,7/16 日版新的相遇 - AS哈迪 7/15 新的相遇 - AS琪路莉露 4/8 日版生放送 時空幻境Tales of 25週年的聯動 只要點選追蹤就可以免費獲得勇者造型 活動頁面：https://prj.gamer.com.tw/2020/anothereden/…
【情報】砂石車駕駛撿打火機！撞西濱工程人員　「拖數十米」奪2條人命,新聞發布日期：2022年07月01日 14:46 媒體來源：蘋果新聞網 完整新聞標題： 砂石車駕駛撿打火機！撞西濱工程人員 「拖數十米」奪2條人命 完整新聞內容： （新增：影片） 台61線西濱…
【問題】又有叫大鳳的艦娘放置手遊,其實我在玩啥我也不知道技能說明根本看不下去 進去就滿滿的球一直晃 這些都抄碧藍的嗎？ 沒玩過碧藍
【情報】新北消防局「為了演戲騙恩恩爸」　林鶴明怒轟：有沒有人性,三立新聞 ▲新北消防局「為了演戲騙恩恩爸」，林鶴明怒轟：有沒有人性呀！（資料圖） 2022/06/07 21:34:00 記者黎冠志∕台北報導 2歲童恩恩染疫過世，恩恩的父親追查「消失的81分鐘…
【情報】恩恩爸稱各地119都是求救就出車 基市消防局：恩恩案前都等衛局通知,恩恩爸稱各地119都是求救就出車 基市消防局：恩恩案前都等衛局通知 2022/06/21 13:45 https://www.google.com/amp/s/news.ltn.com.tw/amp/news/life/breakingnews/3967226 〔記者俞肇福、吳昇儒∕基隆報導〕新…
【其他】露易絲,
【討論】胖貓,
【問題】小時候把午餐的小熱狗雕成陰莖形狀，放在嘴裡吮吸,結果剛好被班導師看到，罰我整個午休半蹲+罰寫靜思語，威脅不寫就記警告 現在年紀大了回想起來，我最後有把那個小熱狗吃掉也沒有浪費食物，幹嘛處罰這麼重... 有沒有女老師對…
【其他】國外動畫粉專七月新番期待度票選,11名以後點這
【問題】伊澄是不是又去了啊,不然他怎麼沒有發文 我的時守也要過氣了
【心得】這是你要的一番賞全餐,我把它們都放在這了 來拿吧!
【情報】台積電狂跌！2公司砸9674萬買進166張進場　被套在半山腰,2022-06-30 20:44 記者鄒鎮宇∕綜合報導 台股30日跌破萬五，台積電（2330）也持續下跌，收在476元。對此，綠電（8440）發出公告表示，已與子公司綠電資源開發公司分別買進130張、36張，…
【問題】司機先生開了車門會是想說什麼？,如題
【討論】來野格炸彈接龍啦,好想看到成功接龍啊！ 如果我這串有辦法成功完整野格炸彈接龍 獎品： 1.我就送成功完整接龍的那些人(27人)1個人自選10個勇造，可以送人，不限巴幣，但只能用巴幣，我沒紅利(如…
【攻略】一人一張蘿莉 2串 2周年啦,隔壁那串 私訊版務了但感覺無法復活 只好開新的一串了
【問題】垂垂 流浪詩貓 POP明 我不知道 阿宸學長 OGGYTREE 請進,請進
【問題】對不起 腦袋沒有長好,向你道歉?
【閒聊】成大廢人 問都問 肺炎開搞,其實我只是想刷存在感 自介在小屋自己看 什麼都講什麼都不奇怪 問都問 有問必答(吧？ 2019/10/14 千 -Poi
【問題】每次看到台灣南部停電都會覺得說,南部的鄉親就是要拿扇子坐在三合院外面乘涼阿吹三小冷氣.再給民進黨選票阿.冷氣別人吹停電停你的爽
【明日方舟Arknights 串二代 】震驚！失智博士竟以針筒吸食…(場外明日方舟DC群歡迎++),場外明日方舟DC群:https://discord.gg/zQxvVMt 歡迎加入一起討論 鎮樓圖 https://www.pixiv.net/artworks/83053582 鑒於一代塔樓主不見了 所以開新串啦 5/1 公測開服啦 個人玩過刪檔三測，覺得現在公…
【心得】週末黑皮day 就是要這樣過!,迎接接下來兩天樸實無華的假期 給個參考 70鹹酥雞+60兩份薯條+30地瓜+30四季豆+30貢丸 45多多綠
【情報】難hold! 拉麵店鬼金棒1碗漲30元 民眾:想吃沒差,"0628 好險我沒培養自己吃這種麵的生活習慣 就連手搖飲料店也很難賺到我的錢 一碗260元的拉麵,真的有那麼好吃嗎??? 就想知道這碗麵內, 多少價格百分比 是繳給房東的智商稅??"
【情報】這影片剪接得很屌欸 動作和聲音,
【問題】求推薦無抽卡的手遊，不急！！再線等,如題 分類不拘，只要是沒有抽卡跟機率系統的都行 “雖然有抽卡但你無課農20小時也能跟上活動”這種不算==
【情報】苗栗驚悚車禍！重機失速衝撞路邊停車　騎士沒生命跡象3人傷,2022/6/25 苗栗市經國路模型飛機場旁，上午發生紅牌重機事故，一輛重機在高速行駛下，’突然衝撞停放路邊的重機，又撞上路旁大樹，造成重機騎士當場失去生命跡象，另外也波及…
【閒聊】貓真的有夠悠閒,RT 後面還有一隻黑色
【其他】無聊做了唐可可的語錄,最近看完星團動畫整個大中毒＋期待第二季 挑了幾個自己覺得比較好笑的台詞來做 第四張我直翻是這個意思 那個臭學生會長不可原諒我覺得泛用性不好 就改成這樣比較好用在圖戰…
【holocure】來開場外HoloCure討論串吧~(6/28微更新),"[bgcolor=rgba(0, 0, 0, 0.86)] HoloCure一款免費的非官方同人遊戲，以Hololive的Vtuber為特色，玩法類似Vampire survivors 的遊戲。目前可通過扭蛋解鎖11位角色，其中包含HoloEN一二期成員及Holo…"
【東方】純粹的復仇女神,https://www.pixiv.net/artworks/84469523 一曲奈落唱，唱盡純狐心中的滿腔恨與怒，那無窮無盡，彷若從無底之奈落湧現出的怨恨；那無邊無際，如同從沸騰之火山中迸發出的狂怒，這些蔓延…
【新聞】震驚!!這個男人 居然能夠控制時間?!,對 這篇文起來就是JJ開台了 不過這可不一定 因為JJ所處時空與我們不一致 在那個男人的時空 或許他開台了 但我們看不到 如果想掌握Godjj最新資訊 可以使用google chrome擴充功能 Godjj no…
【問題】CSO解碼器怎麼變那鬼樣,登了登登登也被剝奪了嗎
【問題】我一直作嘔耶,是不是懷孕??????????????
【閒聊】男生10個有9個都是下面思考嗎,有點小難過 上去ptt 敲敲門 都是約砲 只是想純聊天
【閒聊】場外清大串，1F置頂常見問題，公會、DC、Line群招生中!,~歡迎來到清華大學場外休憩區總部~ 大學串能幹嘛呢？ 快出來吧學長姐、學弟妹們 置頂疑難雜症、及重要公告 不要繳學生會費(不用解釋ㄌㄅ= =) Matti哥的書院介紹:點我前往 可可愛…
【心得】恩恩,思思
【閒聊】Technoblade死掉了我真的好難過,越看那個影片就覺得越難過 我真的很喜歡看他的影片.... 嗚嗚嗚...
【其他】出租女友第二季出了,會有新的霸主.gif嗎
【問題】鳥身上有一股鳥味,好香哦|ω`) 抓起來一直吸
【閒聊】左邊&右邊 都擠?,聽說這老闆娘每天都在虧錢 呵呵
【創作】結子小姐快篩陽性,而且會想吃布丁
【情報】戴姿穎長頭髮時期也太正了吧= =,RT 有夠婆，我根本可以= =
【問題】我已經玩膩場外人了,沒有更好玩的玩具讓我玩嗎？ 好無趣，之前的玩具都壞掉了
【心得】我最愛民進黨,我操你媽的超愛民進黨，操你媽是副詞
【心得】千萬別點進來,
【問題】有人電腦網路也怪怪ㄉ嗎,我一直斷線 反正就幹你娘 我的網路好嗨一直進進出出
【問題】佛教主張獨善其身，少林寺練拳腿。基督教主張兼善天下，而基督徒會用劍。是不是反啦？,正常講 獨善其身的才該用劍，兼善天下用徒手吧 揮劍直接砍死人了怎麼辦，屍體不能教化阿 佛教主張獨善其身，而少林寺善用拳腿。基督教主張兼善天下，基督教用劍。是不是反啦…
【問題】剛剛訂閱了xgp，請問一下bf想玩線上模式要載哪代R,RTBF1 BF5 BF2042 都幾
【情報】網路平台假訊息怎麼管？NCC擬捐25億元成立專責機構　公私協力共管,https://www.storm.mg/article/4401979 林上祚 2022-06-29 21:54 年底「九合一選舉」將屆，網路假訊息可望再度成為議題，儘管網路假訊息之監理並沒有目的事業主管機關，但依照上屆縣市長選舉…
【情報】正常人只靠雙手，因該打不死人,沒拿武器 頂多把你打成重傷 死不了
【情報】河南村鎮銀行只是開始  南京銀行這一次大概率成為中國系統性金融風險的導火索,
【問題】像IB、undertale這類美術風格類似的遊戲有個分類嗎,像素？
【閒聊】這真的意外的好聽,其實第一次聽到的時候覺得普普 但直到今天 我已經聽這首歌不下10次了
【心得】沒被女生追過，不知道女生能有多主動,認識第一天就約吃飯、要賴 第二天求餵食、親親 第三天想約跨縣市兩天一夜旅遊
【密技】每日關心絲綢之歌的開發近況///365日/// 十二個月內!!!!!,Day.1 還沒出  Day. 417 十二個月內!!! 官方推特→
【問題】為什麼很多人都講黑人而不是黑種人？,白種人、黃種人我都很常聽別人這麼說 那麼黑種人為什麼我沒聽過別人說
【情報】殘忍！鵠鵜捕食水豚畫面流出,
臭老人,媽的房子是我阿公做工要死要活賺來的你付個屌的錢而且我在房間也是一個燈一個電風扇兩個插頭 我去客廳離比較遠你也要吵 惱羞成怒老番顛
【問題】殺小啦 我根本還沒生日,所以等我生日那天蛋糕可以吃嗎？
海外賽鴿倖存率僅1.58% 農委會允研議相關罰則,海外賽鴿倖存率僅1.58% 農委會允研議相關罰則 2022-06-30 海上賽鴿文化在台灣行之有年，目前夏季賽也已經在進行中。但有動保團體指出，海上賽鴿十分殘忍，因為需要將船隻開到320公…
【討論】最後一樓是寶多六花的老公（突破500樓,11/13日500樓突破
【心得】最近買了個煙灰缸,還不錯用
【宜大】宜蘭大學的來認識,RT 宜蘭大學店好像沒有串(或是沉了 來開個宜大串好了 宜大生來認識認識 同校的朋友給邊緣人一點ㄊㄓ 別的學校也歡迎來蓋樓XD 宜蘭人也都乃蓋吧 放ㄍ油圖 感謝cgasprrt5519的好心整…
【心得】油圖71,
【女僕】應該是客製女僕的大樓 有興趣歡迎進來提問 遊戲問題建議到專版提問,RT 他的NTR內容是可以自選的 只想純愛的可以把NTR內容關掉 而且巴哈還有專版哦 雖然沒什麼生氣就是了 畢竟可能玩得人 或是知道有專版的人比較少一些 https://forum.gamer.com.tw/A.php?bsn=36…
【問題】幹為什麼清漿米漿有加糖啦,氣死 這樣清漿的意義是啥
【情報】一張圖看出與習近平的距離！演說現場「史詩級空曠」　記者被排在千里之外,2022.07.01 11:12 臺北時間 一張圖看出與習近平的距離！演說現場「史詩級空曠」 記者被排在千里之外 文｜施旖婕 一張圖看出與習近平的距離！演說現場「史詩級空曠」，記者被排在千…
【密技】七月場外模型串,露西亞鎮樓
【心得】補充兵12天的心得,給準備當或者想當補充兵的同學一個參考 我在成功嶺3/14入伍 3/25退伍 390T 單位10X旅X營1連 這短短的12天給了我極為難忘的回憶 首先 如何取得當補充兵的資格? 這邊我非常建議所有沒…
【其他】望,pixiv
【情報】屢遭放話、臉書攻擊 林佳龍：有網軍,屢遭放話、臉書攻擊 林佳龍：有網軍 2022/07/01 中時 曾薏蘋 無任所大使林佳龍積極爭取民進黨台北市長提名，今接受接受媒體專訪時被問到，尚未提 名完成這段期間，屢遭放話、臉…
【情報】刀劍神域劇場版 陰沉薄暮的詼諧曲 動畫PV,刀劍神域劇場版 陰沉薄暮的詼諧曲 動畫PV 預定將於9月10日在日本上映
【問題】洛伊德跟約兒這樣相處不會有非分之想嗎,不愧是專業的間諜 話說這張不會被車吧…
【問題】屁眼蜜是什麼味道啊？,
【凱留】七月凱留串,我先
【問題】暑期打工用月薪制是不是很虧,乳題 時間太短 月薪的好處都沒辦法體會到 公司排太多會很虧 時薪制感覺還比較好 做多少拿多少
【指考】110指考（考試分發）集中串 末代指考落幕,Yeolpumta讀書群（文） Yeolpumta讀書群（文組二群） Yeolpumta讀書群（理） Yeolpumta讀書群（理組二群） 密碼皆為48763 110大學入學考試分發簡章 110大學入學考試分發名額 110場外指考賴群…
【閒聊】如果你體適能跑完三千，成績是全班第一名，老師要你馬上上台去開演唱會,你該怎麼辦啊？
【閒聊】麻辣鮮師主任,原來這影片這麼久了喔… 有點時間錯亂了。
【蘿莉】我要把我每天看到很讚的蘿圖都放在這,RT 我婆さな當預覽圖 這張很安全吧 每天看關注的繪師有沒有更新很讚的蘿圖 有的話我就貼上來 沒有的話就找以前收藏的 一方面是分享給各位 一方面是方便我以後找圖 我都會盡量…
【情報】為什麼有人說升息可以打房啊,我會在乎那一點點升息
【閒聊】TMD怎麼又是他! 看到就軟了...不尻了來睡覺,
【攻略】日本人怎麼都喜歡取奇怪的名字？,
【心得】深夜時分，分享一下很毛的經驗,各位晚安，像今天這種陰陰涼涼的夜晚真的很適合說一些很毛的東西，我很尊重祂們，隔那麼久了我覺得應該能說了。 這事情發生在兩年前我剛來高雄的時候，朋友慫恿我去做熊貓…
【閒聊】我要讓我大中國雄霸東亞,攘外必先安內 我明天就買機票去北京剷除共匪 誰要一起去！
【情報】恩恩爸：監察院針對送醫案 已安排時間約詢,自由時報 中央社 2022/06/30 23:45 恩恩爸：監察院針對送醫案 已安排時間約詢 〔中央社〕恩恩爸爸今晚表示，已接到監察院的來函，將針對恩恩送醫案的當事人約詢。但基於保密原則，…
【閒聊】2022 七月自拍串,
【閒聊】請問買西瓜這樣敲才知道好吃有人知道嗎,正常店家會給人敲嗎?
【討論】防空警報貓,
【情報】眼鏡是一種情趣用品對吧,對吧？ 聖x女學院
【閒聊】場外好像沒有瓦羅蘭串,要打可++，上禮拜才加入的萌新
【討論】戒ㄆㄐ串 成功戒半年抽iPhone 系列一名,如題 這個月花了快三萬塊在ㄆㄐ 再這樣下去真的不行 活動規則如下： 1.請每日提醒樓主不要去ㄆㄐ，如果當日有提醒但樓主還是跑去ㄆㄐ就不能算是中斷。 2.從今天起算180日內沒中…
【問題】台灣之星是不是每晚12點多時都會斷一下網阿,rt 只有我有這種情況嗎
【討論】開始您的投資旅程,謝囉
【討論】數位中介服務法草案內容極具爭議,如題 這個法其實就跟美國人前幾年在吵的社群媒體是否權力過大，這些平台做言論審查或自我審查的行為是否得當或違法甚至干涉憲法。 但是台灣的這個版本完全是在讓行政院各部…
【閒聊】深夜PK,限35等以下 決鬥!!
【ゆゆゆい】場外勇者串　筋トレ筋トレ筋トレ筋トレ筋トレ筋トレ,
【場外公主連結串】,日版原廠是CY拔拔 遊玩全程需要VPN 更新期間可以先關閉VPN更新比較快 →日版公主連結Android下載 →日版公主連結IOS下載 台版是sonet拔拔代理的哦 →台版公主連結Android下載 →台版公…
【情報】紗枝,倒茶來
【討論】韓國流行音樂 (KPOP) 討論區,是傳承(？) 如果你喜歡的團還沒開串，歡迎來這裡聊天！ 有開串的團可戳連結 如果有我漏掉的請留言告訴我！ 非英文字母以韓文原文首字母為主 2 2AM 2NE1 2PM 4 4minute A AB6IX After School…
【情報】柯文哲：年底選戰考驗民眾黨是茁壯或被消滅,柯文哲：年底選戰考驗民眾黨是茁壯或被消滅 2022-06-29 15:03 攝影中心 記者潘俊宏∕台北即時報導 台灣民眾黨今天聚集提名參選的縣市長與市議員說明參選政見，黨主席柯文哲表示，…
【問題】為什麼和也不買水原的照片？,他不是很喜歡嗎？
【其他】你以為偷偷做就不會被發現嗎,最後還是會被發現的 作者みぞね
【心得】女T坐捷運不戴口罩被提醒還打站務員,不要再假裝男生了好嗎= = 一點也不像男生只是比較雞掰的女生而已
【閒聊】被送進燙傷隔離病房了 問 都問 等等要全身麻醉動手術ㄌ== |肏 出院了啦|更現在傷口圖片,RT  等等要動手術ㄌ 88888888 做完手術了 過程因為是全身麻醉沒感覺 但是手術完大腿超痛  肏你媽 已經出院了 別再推ㄌ==  幹你娘還在推 那我就更一張現在傷口的圖案 自己慎點 https://i…
【閒聊】萬神殿應該是全PTT裡最和平的版了,你說是嗎
【討論】一人一個超能力 樓下給他副作用,如題 好久沒出現這種串了 洗腦
【射射】射精大樓,可是我今天已經榨乾了 完全硬不起來 全身好疲勞 但又不想睡 想做些正事腦子卻一直想著射精的感覺根本沒辦法專心 我該怎麼辦  現在我每射一次就推文  現在是2022/05/13 01:55 為了優…
【問題】如果你在吃東西看到隔壁的人被8+9打會幫ㄇ,如T 我承認我不會 頂多打電話報警閃一邊看戲 1是等下自己受到未知傷害 得不償失 2是可能被反咬一口 不就衰死
【問題】買汽車車是盤子嗎,好像五萬左右就有堪用的車車了 但稅什麼的真的很靠背 最近工作一直要跑鄉下 真的好想要車 有沒有什麼推薦的代步車啊
【其他】美國、歐盟找上台灣，全因民主價值制度受肯定！,美國、歐盟找上台灣，全因民主價值制度受肯定！顏慶章：志同道合、經濟結盟就是台灣的機會 黃健誠 2022年7月1日 週五 下午5:53 台灣近年來因經濟成長、防疫成績亮眼等因素，在國…
【問題】智能家居怎麼到現在還是不普及,能遠端先開好冷氣 是不是很方便
帶外國人玩遊戲 發現他只會講麵條語怎麼辦,二十抬頭 想帶 但是他不會講英文 感覺隨時會自爆
【情報】超想幹下去的AV女優 破5000樓啦,
【閒聊】KIRA的新歌 好耶,咪哭菇咪貼貼
【整理】記錄近年執政重大舔共/滲透疑慮的新聞,原本是自己無聊記錄，結果內容異常多，就乾脆發出來跟大家分享了 純新聞統整記錄，沒有爆卦 記錄近年兩黨執政期間有較大具體威脅性的舔共新聞 那種藍委大挺新疆集中營、綠委…
【閒聊】過氣的場外音遊串之2020KOP開催,另一串連結這串活人比較多 找朋友的話可以到那邊 度的度度 SDVX 歷經九年 rasis終於附聲 沒錯，茅野愛衣！ 天知道我多感動 maimaiSplashDX+狂戰士續曲 收ReEndOfaDream跟奇美拉 新曲 juggernau…
【問題】光明會有在監控場外嗎？,光明會的觸手有伸到這裡嗎？
【問題】室內設計跟裝潢是一樣的嗎....？,如題 如果是的話 裝潢的價不是都很貴 這樣應該可以賺得到錢吧 那大家怎麼會說學設計的賺不到什麼錢
【心得】晚上11點 我家外面不知道是在敲三小,
【問題】為啥美國很多運動選手,都喜歡留大鬍子啊鬍子留那麼長到底要幹啥
【閒聊】香水歡迎交流 問都可以問,本人擁有的香水 想找找看特別的 或是不那麼甜的商業香
【問題】動感超人如果拍成特攝片 有在看特攝片的你們會買單嗎？,度的RT 我覺得動感超人這個ip相當不錯 如果真的拿來拍成特攝片應該會很好看吧？ https://www.pixiv.net/artworks/99324058
【討論】一人一張最近讓你硬到不行的圖,Rt 我需要做學術研究
【問題】柯文哲去...,我不敢發...
【討論】我被威可那掛起來了,快995 不要再修了 幹
【討論】鈴木雅之素顏照,鈴木雅之從不脫墨鏡 聽說在日本演藝圈，沒有人看過他眼睛 但年輕時的素顏照 還是被我抓到了
【安價】最近學了易經卜卦，有想算的事情就進來吧! 接下來20樓快問快答，要快喔!~,【前言】 我們高中的選修課有一門叫「易經與預測學」，出於好奇，我這個國文超爛的二類仔就去選了。現在一學期過去了，是時候驗收功力了。有甚麼事情，問!都問! 【禁忌】 不…
【閒聊】Memories broken,The truth goes unspoken
【心得】體育系是不是都猴子啊,油圖鎮樓 期末結束了就讓我一口氣靠北 媽的爛室友 每天有事沒事跟朋友開線上吃角子老虎機 半夜兩三點出去夜衝 通話從來沒在管音量 凌晨夜衝回來也一樣音量100% 進出房間從來不…
【心得】我們要拿著人民意志的法槌，摧毀奴工之家!,度的度度
【問題】剛剛射得好遠,
【情報】霸主浪漫吃雞,
【情報】一個小時九塊人民幣???  中國會不會太誇張了?  (影片),換算成台幣.一小時40塊..這種時薪還一堆人搶著做 整個中國內捲成這樣.難怪一堆人想跑出去 台灣人一定要繼續支持維尼.再2-3年它們時薪就會剩下到一小時20塊台幣了
【攻略】滑累了可以進來存檔,這裡是存檔點，可以休息存檔或買裝 想要什麼就說一聲 NPC換班時間：白天 晚班 夜班 假日 （平日及深夜存檔可能會出現延遲，還請稍後.... https://www.pixiv.net/users/5887541
【馬鈴薯】每日一廢文,第一日 度的，想幹啥就幹啥 基本上就是每天發篇廢文，只要我記得 當作每天一篇的聊天串也行 #4557
【閒聊】有哪些速度很快的角色？,如題
【問題】如果超商推出店員煮鍋燒意麵的服務話是不是可以增加營收？,我現在想吃
【討論】虎尾科大的進來,咦 那串怎麼刪了0.0是說有台中直接到虎尾宿舍的客運嗎QQ
【閒聊】買了袋裝泡麵，但發現沒有碗,人在宿舍 沒碗 怎麼解？
【問題】藍波系列有被罵父權主義嗎？,主角是超級硬漢 白人 每次都有女人等著他去救 很不政確欸
【心得】放棄了墮落的朋友,自從不再去監督對方之後，對方依照自己的爛步調生活 例如兩個禮拜才去打工幾天，賺的錢完全只夠吃飯跟房租 坦白講，我輕鬆，他也快樂 我下意識地也不再很熱情的去接觸對方…
【LL】LL場外森の妖精夜羽休憩區，愚人節都不愚人節了,最強RPG手遊LLAS強勢來襲 刷不到老婆的玩家們 可以去專版晃晃 來段浪漫的邂逅 帳號交換串 送帳號區 找不到好友的 專版也有專門的串唷 (基本上在大樓提出來都會有人加) 好友串 任…
【閒聊】巴幣可以買這個欸！,看起來好瑟哦 >< 博客來有幾張樣本可以試看 好瑟哦 >< https://viewer-ebook.books.com.tw/viewer/epub/?book_uni_id=E050092263_fixedlayout_trial&version=V001.0001&encrypt_type=none&is_trial=true 看一下巴…
【問題】阿津玩過最恐怖的遊戲?,相信在場外的應該知道阿津，甚至他在巴哈也都有帳號或上場外 而他的風格一向都是實況有點糞的恐怖遊戲為主 而我挺好奇會讓本人心理層面上感到恐懼的會是哪一款?
【情報】文化大學串, 仰德菜逼八騎車開車請注意安全 學校串有噓是三小= =  天雨路滑 視線不佳 上下山請注意時速與跟車距離 請勿跨越雙黃線超車 機車車道分割請注意安全 發現自己是路隊長也請禮讓後…
【閒聊】女校三年 我也想開個問答串,中山女高三年 快畢業了 好不容易女校讀三年 我也想開個問答串玩玩看 歡迎認親  弄了個DC可以進來跟我聊天跟我玩(? https://discord.gg/QMWpxBppeh  更 658樓 身高體重（？ 更 1009樓 千樓感謝…
【閒聊】健身一個月增重了1公斤多,好開心喔，希望能練成大ㄐㄐ，目標先65-70公斤
【閒聊】我的勇造好看嗎？,應該蠻酷的吧？
【閒聊】笑死 欠教訓欸,今天最爽快
【凱留】有人聽過最近一個新的金融商品 叫什麼KFT的嗎?,好像說凱留接頭是未來趨勢 不久的將來 全部的身體都會讓凱留自由的接來接去 而KFT就是身體的擁有證明 當凱留要求接上你的身體的時候 你就可以出示自己身體的擁有證明 然後也不…
【閒聊】每日動物朋友 7/1,Day.1944 https://twitter.com/AlmonDrake https://twitter.com/isna_no_ashiato https://twitter.com/a888_n22 https://twitter.com/tales_araisan https://twitter.com/risubrbr https://twitter.com/fzr332211
【問題】台灣人會不會太超過了,po文辱罵官員 頂撞板務 以下犯上 是不是台灣沒有像中國一樣有勞改的緣故？
【問題】巴哈的等級 未滿30藍綠色 30以上紅色 之後就不會再變,rt 而這三種顏色都有一種共同點... 其實巴哈從一開始就...
【閒聊】伊澄快來,我幫你準備好雞塊了 大滿足
【閒聊】換個角度去看，我的人生並不是一直原地轉圈圈,而是不停旋轉向下
【閒聊】你們有背詩詞嗎,rt
【問題】GBF的轉蛋平跟獵人的旋律是親戚關係嗎？,不然怎麼長的那麼像
【情報】NCC通過數位中介服務法草案 臉書、YouTube均將納管,新聞發布日期： 2022-06-29 20:08 媒體來源：聯合報 完整新聞標題： NCC通過數位中介服務法草案 臉書、YouTube均將納管 完整新聞內容： 2022-06-29 20:08 聯合報 記者馬瑞璿∕台北即時報導 NC…
【心得】【大樓】南早紀大樓！每天都要唐揚！,基本資料： 本名：南早紀 暱稱：みなみ、さきちゃん 生日：1994年11月19日 星座：天蠍座(跟我一樣) Twitter： https://twitter.com/minamisaki_81 Youtube：https://www.youtube.com/channel/UC5uPhwJZLOz6p0U7Uosk…
